V0	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20
0	0	2	0	0	4	2	3	3	0	1	2	0	2	1	0	2	0	0	0	1
3	0	2	2	0	0	4	3	2	0	1	0	2	2	1	1	2	0	0	0	0
1	0	3	2	0	0	0	3	2	0	0	1	1	1	1	1	3	0	1	0	0
2	0	4	6	0	0	2	1	1	0	3	1	2	2	1	0	1	0	0	0	0
3	1	4	9	1	0	0	3	2	1	1	3	0	0	1	1	3	0	1	0	0
1	1	1	2	0	3	2	3	2	0	1	2	1	1	1	0	2	1	1	0	0
3	2	1	8	0	0	2	0	1	0	0	0	0	1	1	0	2	0	0	0	0
0	0	4	0	1	0	4	2	2	1	3	1	1	2	0	1	2	0	1	0	1
2	1	4	3	0	0	4	3	2	0	3	1	1	2	1	0	2	0	0	0	0
3	1	4	8	0	1	2	2	2	0	2	1	0	2	1	1	1	0	1	0	0
3	1	2	8	1	1	3	1	2	0	1	2	0	2	1	1	2	0	1	0	0
3	2	2	0	2	0	4	1	2	0	3	1	1	2	1	0	3	0	1	0	0
3	0	4	0	0	2	2	0	3	0	1	2	0	2	1	0	2	0	0	0	0
3	0	3	8	0	2	1	3	2	0	1	0	1	0	1	0	1	1	0	0	1
3	1	4	3	0	0	3	3	1	0	3	2	0	2	0	0	3	0	1	0	0
3	1	4	2	1	0	4	3	2	0	3	2	0	2	1	0	2	0	1	0	0
1	2	2	3	1	1	2	1	3	0	1	2	0	2	1	0	2	0	0	0	1
0	1	2	3	0	0	4	3	2	0	3	0	3	0	0	0	1	0	0	0	0
3	0	2	3	0	0	1	2	1	0	0	0	0	2	1	0	2	0	0	0	0
3	0	2	6	0	0	1	0	1	0	1	3	2	2	1	0	2	0	0	0	0
3	0	2	3	0	4	2	3	2	0	3	3	1	2	2	0	2	0	1	0	0
3	0	3	3	0	0	2	3	3	0	2	0	0	0	1	1	2	0	0	0	0
3	1	4	3	1	0	1	2	3	0	2	3	1	2	2	2	2	0	1	0	0
1	1	3	8	2	1	3	0	2	0	2	1	0	2	1	1	1	1	1	0	0
3	2	2	0	1	4	2	3	2	0	3	3	1	2	2	0	2	1	1	0	0
2	0	4	3	0	4	3	3	2	0	1	1	0	2	1	1	2	0	1	0	0
1	1	3	0	0	1	4	3	2	0	2	3	0	2	2	0	2	0	0	0	0
3	0	2	3	0	1	4	2	2	1	3	2	1	2	1	0	2	0	1	0	0
0	0	2	0	0	3	2	0	2	0	2	1	0	2	1	0	2	1	0	0	0
0	0	4	2	0	0	2	1	0	0	2	1	0	2	1	1	2	0	0	0	0
1	0	2	5	0	1	2	2	1	0	1	0	0	2	1	0	1	0	0	0	0
1	1	2	3	0	1	1	1	2	0	0	2	0	2	1	0	2	0	0	0	0
0	0	4	0	0	4	1	0	2	0	2	0	1	2	1	1	1	1	0	0	0
3	1	2	3	0	0	3	3	2	0	1	2	0	2	1	0	2	0	1	0	0
3	0	2	1	0	2	2	1	2	0	3	1	2	2	0	0	2	0	0	0	0
1	0	2	3	0	0	3	3	2	2	2	0	0	2	1	1	2	0	0	1	0
3	0	4	0	0	0	0	0	1	0	1	1	1	2	1	0	0	0	0	0	0
3	0	4	3	0	0	2	3	2	0	1	2	0	2	1	1	2	0	0	0	0
2	0	2	6	0	0	4	3	2	0	3	2	1	2	0	0	3	0	1	0	0
3	0	2	2	0	2	2	3	1	0	3	2	0	2	0	0	1	0	0	0	1
0	2	4	1	1	0	4	3	2	0	3	3	1	2	2	1	2	0	1	0	1
2	1	2	3	0	1	4	3	1	0	1	3	1	2	2	0	2	0	1	0	0
1	1	3	8	0	1	4	3	2	0	1	1	1	1	1	1	2	0	0	0	0
1	1	2	8	0	0	1	3	1	0	0	1	0	2	1	0	2	1	1	0	0
3	0	2	0	1	2	4	0	1	0	3	3	1	2	2	0	2	0	0	0	0
1	2	2	0	1	1	3	2	2	0	1	1	0	2	1	0	2	0	0	0	1
1	0	0	2	0	0	1	3	1	0	2	1	0	2	0	1	2	0	0	0	1
1	0	2	3	0	0	4	3	1	0	3	0	0	2	1	0	2	0	0	0	0
1	0	2	3	0	0	2	1	2	0	1	0	1	2	1	0	1	1	0	0	0
3	0	4	3	0	2	4	3	2	0	2	1	0	0	1	1	3	0	1	0	0
0	0	1	6	0	0	4	3	1	0	3	3	1	2	2	0	2	0	0	0	1
3	0	2	1	0	4	4	3	2	0	3	0	1	2	1	0	3	0	1	0	0
0	0	4	3	0	0	2	3	2	0	3	0	0	2	1	1	1	0	0	0	0
1	2	2	0	3	0	3	3	2	0	1	3	0	2	1	0	3	0	1	0	1
3	1	4	1	1	4	4	0	2	0	3	2	3	2	1	1	2	0	0	0	0
3	1	4	3	0	4	4	2	2	0	1	2	1	2	1	1	2	1	1	0	0
3	0	2	3	0	0	2	3	2	0	1	3	0	2	2	0	3	0	1	0	0
2	1	4	3	0	4	2	2	2	0	1	2	0	2	1	1	2	0	1	0	0
1	0	0	1	1	1	4	2	3	0	3	2	0	0	1	1	2	0	1	0	0
2	0	0	3	0	0	1	3	2	0	1	2	1	2	1	1	3	0	1	0	1
1	0	1	6	0	3	1	3	1	0	1	1	0	0	0	0	2	1	0	0	1
0	0	2	0	0	0	2	3	1	0	1	0	0	2	1	0	1	0	0	0	1
1	0	2	3	0	2	2	3	1	0	2	0	3	2	1	0	1	0	0	0	0
3	1	2	0	0	0	2	2	1	0	2	0	0	2	0	0	2	0	0	0	1
3	0	4	0	0	3	2	1	1	0	1	0	1	0	1	1	1	0	0	0	0
3	0	4	3	0	2	2	1	3	0	1	1	1	2	1	1	1	0	0	0	0
0	0	2	3	0	0	2	3	1	0	3	2	0	0	0	1	2	0	0	0	1
1	2	1	8	1	0	4	3	1	0	2	3	2	2	0	0	2	0	0	0	1
2	1	4	8	0	3	2	1	0	0	3	0	1	2	1	1	2	0	1	0	0
1	1	3	3	1	0	1	0	2	0	1	2	0	2	1	0	2	0	0	0	0
0	1	2	3	0	0	2	1	2	0	3	0	0	2	0	0	1	1	0	0	1
1	0	2	3	0	0	3	3	1	2	1	0	1	2	1	0	1	0	0	0	0
3	1	2	1	0	3	2	1	1	0	3	2	0	2	0	0	2	0	1	0	0
3	0	4	0	0	0	3	0	1	0	0	0	1	2	1	0	2	1	0	0	0
1	1	1	4	0	4	1	2	1	0	1	3	0	0	1	0	0	0	0	0	0
1	1	2	1	2	0	2	0	1	0	3	2	0	2	0	1	3	0	0	0	1
0	0	2	0	0	1	2	2	2	0	3	2	1	2	1	0	1	1	1	0	0
3	0	4	0	1	0	3	0	2	0	2	3	1	2	1	1	3	1	1	0	0
1	1	0	8	0	1	2	3	1	0	3	2	0	2	0	1	1	0	0	0	1
0	1	1	0	0	1	3	1	2	0	2	2	0	0	1	0	2	0	0	0	0
1	0	1	3	0	0	2	3	2	0	3	0	0	1	1	0	1	0	0	0	0
3	0	2	3	0	4	4	3	2	0	2	1	1	2	1	0	2	0	1	0	0
0	1	1	2	0	2	2	3	2	0	3	0	0	1	1	0	2	0	1	0	0
0	2	4	2	3	4	3	3	2	0	3	1	0	2	1	1	3	0	1	0	0
0	0	4	8	0	0	1	2	2	0	0	1	0	0	1	1	1	0	0	0	0
0	0	2	0	0	0	0	0	1	0	3	2	0	2	0	0	2	0	0	0	0
0	0	2	0	0	0	1	2	1	0	0	0	1	2	1	0	1	0	0	0	1
3	0	2	1	1	4	2	0	2	0	2	2	0	2	1	0	2	0	0	0	0
3	0	2	1	0	0	3	1	2	0	1	2	0	2	1	0	2	0	0	0	0
0	0	2	2	0	0	4	1	1	0	0	1	2	0	1	0	2	0	1	0	0
0	0	2	0	0	0	1	0	1	0	1	2	0	2	1	0	1	0	0	0	1
1	0	2	8	0	1	3	1	1	0	3	0	0	2	0	0	1	0	0	0	0
3	1	4	3	1	0	3	3	1	0	1	2	0	2	1	1	2	0	0	0	0
3	0	3	5	0	3	4	3	2	0	3	3	2	2	2	1	2	1	0	0	1
0	1	2	0	0	4	3	3	1	0	3	3	0	2	0	0	2	0	0	0	1
2	0	4	0	0	0	2	0	2	0	0	0	3	2	1	2	0	1	0	1	0
2	0	4	3	0	4	2	2	2	0	3	3	1	2	2	1	2	0	1	0	1
3	1	2	0	0	0	2	1	2	2	1	0	0	2	1	0	2	0	1	0	0
0	0	4	0	0	0	4	3	2	0	2	1	1	2	1	1	2	0	0	0	1
3	0	4	0	1	4	4	0	1	0	3	2	2	2	1	0	2	0	1	0	0
0	0	4	2	0	0	2	3	1	0	3	0	0	2	0	1	2	0	0	0	1
0	0	2	3	0	0	2	3	2	0	2	1	0	2	1	0	1	0	0	0	0
3	0	4	0	2	4	4	3	2	0	3	3	0	2	2	0	3	0	1	0	1
3	1	4	0	0	1	3	3	3	0	2	1	0	2	1	1	2	0	1	0	0
1	0	2	3	0	0	4	2	3	2	2	0	1	0	1	1	1	0	0	0	0
0	1	2	2	0	0	1	1	0	0	3	1	0	2	1	0	1	0	0	0	1
3	0	2	1	0	4	1	0	1	0	3	0	0	2	0	0	2	0	0	0	0
1	0	4	2	0	0	4	0	2	0	3	2	0	2	0	2	2	0	1	0	0
3	0	4	3	0	0	4	1	2	0	3	0	3	2	1	1	1	0	1	0	0
0	1	2	1	0	4	4	1	1	0	3	0	0	2	0	0	2	0	0	0	0
0	1	4	6	1	0	2	2	1	0	1	3	0	2	1	1	3	0	1	0	1
3	0	4	1	0	0	4	0	2	0	3	2	1	2	1	0	3	0	1	0	0
3	1	4	3	0	1	4	3	2	0	3	1	2	0	1	1	2	0	0	0	0
2	0	4	0	0	2	0	1	2	0	3	3	3	0	2	2	0	0	0	0	0
0	1	2	0	0	4	2	3	1	0	3	0	0	2	0	0	2	0	0	0	1
3	1	4	0	0	0	3	3	2	0	3	2	1	2	1	1	2	0	1	0	0
0	0	2	3	0	0	3	3	1	2	0	0	0	2	1	0	2	0	0	0	0
3	1	4	1	1	3	4	3	2	0	1	2	1	2	1	1	3	0	1	0	0
1	0	2	5	0	0	0	1	1	0	3	2	3	2	1	0	2	0	1	0	0
1	2	4	3	1	0	3	1	2	2	1	0	0	2	1	1	2	0	0	0	1
3	1	4	0	0	3	4	3	2	0	3	0	2	2	1	0	2	0	1	0	0
1	0	0	7	0	0	2	1	2	0	1	0	0	2	1	0	1	0	1	0	0
1	0	2	0	0	1	1	3	1	0	1	1	0	0	1	0	1	0	0	0	1
1	0	2	1	1	4	0	0	0	0	3	0	2	2	1	0	3	0	1	0	0
1	0	2	8	0	3	2	3	2	0	1	1	1	2	1	0	1	0	1	0	0
3	1	2	3	0	2	4	2	2	0	3	2	1	2	1	0	2	0	0	0	0
3	2	4	1	0	4	4	3	2	0	2	2	1	2	1	1	2	1	1	0	0
1	2	3	6	1	0	4	3	2	0	3	3	2	2	2	0	2	0	0	0	1
0	2	4	6	1	0	2	3	2	0	2	3	0	0	1	0	2	0	1	0	1
1	0	2	8	0	0	4	1	1	0	3	1	1	2	1	0	2	1	0	0	1
3	1	2	1	1	4	4	2	2	0	3	2	1	2	1	0	3	1	1	0	0
3	0	4	2	0	4	2	0	3	0	1	1	0	2	1	1	2	0	0	0	0
2	1	2	2	0	0	4	2	0	0	3	3	2	2	2	0	2	0	0	0	0
3	1	2	2	0	2	4	3	2	0	2	3	0	2	0	0	2	0	1	0	0
3	0	2	2	0	1	1	1	1	0	3	1	0	2	0	0	2	0	0	0	0
0	0	2	1	1	4	4	0	2	0	3	1	2	2	2	0	2	1	1	0	1
3	0	4	2	0	0	1	1	1	0	3	1	0	2	0	1	1	0	0	0	0
3	1	3	0	0	4	4	3	3	0	3	2	2	2	1	1	2	0	1	0	0
1	0	2	0	0	4	1	3	2	0	1	0	1	2	1	0	0	0	0	0	0
3	1	4	6	0	0	4	3	2	0	3	3	2	2	2	1	2	1	0	0	0
1	0	4	3	0	0	4	2	1	2	3	0	2	0	0	1	1	0	1	0	0
0	0	4	2	0	0	4	0	1	0	3	1	0	2	1	1	2	0	0	0	0
3	0	4	3	0	4	4	3	2	0	3	2	1	2	1	1	2	0	0	0	0
1	0	2	0	1	4	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0
0	1	2	0	1	0	3	1	2	0	0	2	0	2	1	0	2	0	1	0	1
1	0	2	3	0	0	1	2	3	0	2	0	0	2	1	0	1	0	0	1	0
3	0	4	3	0	4	4	3	2	0	3	0	3	2	1	3	2	0	0	0	0
1	2	1	1	1	0	0	0	2	0	1	3	2	0	2	0	3	0	1	0	0
1	0	0	0	0	0	1	1	1	0	0	0	0	2	0	1	0	0	0	0	1
1	0	2	8	0	0	1	2	3	0	1	0	0	2	1	0	2	0	1	0	0
1	0	2	3	0	0	3	2	3	2	2	0	0	0	1	0	1	0	0	0	0
0	1	4	1	2	0	3	3	2	0	3	2	0	2	1	1	2	0	1	0	1
0	2	2	4	0	0	2	2	2	0	3	2	2	2	1	0	2	0	0	0	1
0	2	2	0	0	0	3	3	2	0	3	3	1	2	2	0	2	1	0	0	1
1	1	3	0	1	0	2	1	1	0	1	1	2	2	0	0	2	0	0	0	0
3	0	2	4	0	2	2	0	0	0	3	0	3	2	1	0	2	0	0	0	0
3	0	4	3	0	0	3	0	1	0	1	2	0	2	0	1	2	0	1	0	0
0	1	2	9	3	0	0	1	0	1	2	2	1	2	1	0	3	0	0	0	0
0	0	2	3	0	0	2	3	3	0	2	0	0	0	1	0	2	0	0	0	1
3	0	2	0	0	0	2	2	3	0	1	0	0	2	1	1	2	0	1	0	0
2	0	2	3	0	0	2	2	3	0	0	2	0	2	1	0	2	0	0	0	0
0	1	2	2	0	0	4	1	2	0	1	1	1	0	1	0	2	1	0	0	1
0	0	4	0	0	0	4	3	2	0	3	0	1	2	1	1	1	0	0	0	0
3	0	4	2	0	0	1	2	0	0	1	2	1	2	1	1	3	0	1	0	0
0	0	4	0	0	0	4	3	3	0	2	2	0	2	1	1	2	0	1	0	0
0	0	4	0	0	0	4	0	1	0	3	0	0	0	0	2	2	0	1	0	1
3	0	0	8	0	0	2	1	2	0	1	2	1	1	1	1	2	1	0	0	1
0	1	2	1	1	4	4	2	2	0	3	3	1	2	2	0	2	0	0	0	1
1	2	3	8	1	4	2	3	2	0	3	3	1	2	2	0	2	1	1	0	0
3	1	3	8	0	2	2	3	2	0	1	2	1	2	1	1	2	1	1	0	0
0	0	2	0	0	0	1	3	1	0	2	2	0	2	0	0	2	0	1	0	1
0	2	0	8	2	0	4	1	2	0	3	2	0	2	0	1	2	0	0	0	1
1	1	2	3	1	4	4	1	1	0	3	2	1	2	1	0	2	0	1	0	0
2	0	2	3	0	0	1	1	1	0	2	0	0	2	1	0	1	0	0	0	1
0	0	0	0	0	0	2	3	2	0	3	2	2	0	1	1	2	0	0	0	1
3	0	2	3	0	4	2	3	1	0	1	2	0	2	1	0	2	0	0	0	0
3	0	2	2	0	0	1	0	1	0	2	0	0	2	0	0	1	1	0	0	0
0	1	4	1	0	0	4	3	2	0	3	1	3	2	1	1	2	0	1	0	0
3	1	4	3	0	0	4	3	3	1	2	0	1	2	1	1	2	0	0	0	0
0	1	2	2	1	0	3	3	2	0	1	1	0	2	1	0	2	0	0	0	1
3	0	3	1	0	0	2	2	2	0	1	0	0	1	1	1	1	0	0	0	0
3	0	2	5	0	0	1	3	1	0	3	0	0	2	1	0	2	0	0	0	1
3	1	1	8	0	0	3	3	2	0	3	2	2	0	1	0	2	0	1	0	0
3	0	2	2	0	0	4	3	2	0	3	1	1	0	1	2	2	1	1	0	0
1	0	2	2	0	4	3	1	2	0	2	2	1	2	1	0	2	0	1	0	0
3	0	2	0	1	4	2	1	2	0	3	2	3	2	0	1	2	0	0	0	1
3	1	2	0	0	0	1	3	3	0	1	0	0	2	1	0	2	0	0	0	0
0	0	2	3	0	0	3	2	2	0	3	0	2	2	1	0	2	0	0	0	0
0	0	2	3	0	0	4	3	2	0	3	0	2	1	1	0	1	0	0	0	1
0	0	4	0	0	0	2	3	3	2	1	1	0	0	0	1	2	0	0	1	1
3	1	4	1	0	4	3	2	2	0	3	1	1	2	1	1	2	0	1	0	0
3	0	4	3	0	0	2	3	2	0	3	3	1	2	2	1	2	0	1	0	0
0	0	1	0	0	0	3	3	2	0	3	3	0	2	2	1	1	1	0	0	1
3	1	3	0	2	0	4	1	2	0	1	2	1	2	1	1	2	1	1	0	0
3	1	2	0	0	1	1	3	3	0	2	0	0	2	1	0	2	0	1	0	0
3	0	2	7	0	4	3	3	1	0	2	1	1	2	1	0	2	0	1	0	0
3	0	4	2	0	0	2	3	2	0	1	3	0	2	2	0	2	0	1	0	0
0	0	2	0	0	0	2	2	1	0	1	1	0	2	1	0	2	0	1	0	1
3	0	2	0	0	1	2	0	2	2	1	0	0	2	0	0	2	1	0	1	0
3	1	4	1	1	3	2	3	2	0	1	0	0	2	1	1	2	0	0	0	0
3	0	3	8	0	0	2	3	3	0	1	2	0	2	1	0	2	0	1	0	1
0	1	2	3	0	0	1	3	1	0	3	0	1	2	1	0	2	0	1	0	1
3	1	4	2	0	3	1	3	2	0	1	0	0	1	1	1	1	1	1	0	0
3	0	2	2	0	0	2	1	2	0	1	0	0	0	0	0	1	0	0	0	1
3	0	2	2	0	2	2	1	1	0	3	2	0	2	0	0	2	0	0	0	0
0	0	2	3	0	0	1	3	1	0	0	2	0	1	1	0	2	0	0	0	0
3	0	4	2	0	0	4	1	2	0	3	1	1	1	1	0	2	0	0	0	0
3	1	2	8	1	4	4	2	2	0	1	1	1	2	1	1	2	0	0	0	0
0	0	2	2	0	0	4	3	1	0	3	1	0	2	0	0	2	0	0	0	0
3	1	3	2	1	2	3	1	1	0	3	2	1	2	1	1	2	0	1	0	0
2	0	4	0	0	0	4	0	2	0	3	0	1	2	1	1	2	1	0	1	0
0	1	4	8	0	1	3	3	2	0	0	0	0	2	1	1	2	0	1	0	0
3	0	2	4	0	4	1	3	1	0	0	0	0	2	1	0	2	0	0	0	0
0	0	2	2	0	0	2	1	2	1	1	1	0	2	1	0	1	1	0	0	0
1	0	4	0	0	3	2	3	1	0	3	2	1	2	1	1	2	0	0	0	0
0	0	1	3	0	0	1	2	2	1	3	3	1	0	2	0	3	0	1	0	0
3	1	2	3	0	0	4	3	2	0	1	2	0	2	1	0	2	0	0	0	0
0	0	2	0	0	0	1	2	2	0	1	3	0	2	2	0	3	0	1	0	1
3	1	4	3	1	4	3	1	2	0	2	1	1	2	1	1	2	0	0	0	0
3	1	2	1	1	0	3	2	2	0	2	2	1	2	1	0	3	0	1	0	0
3	1	2	1	1	4	2	1	0	0	3	3	2	2	2	0	2	0	1	0	0
1	1	4	0	0	4	4	3	2	0	3	0	1	2	1	1	2	0	0	0	0
3	0	4	3	0	0	0	3	1	0	3	2	3	2	1	1	0	0	0	0	0
1	1	2	2	0	0	3	2	0	0	2	2	1	2	1	0	2	0	1	0	1
0	0	2	6	0	0	1	3	1	0	3	1	2	2	1	0	2	0	0	0	1
1	1	4	8	0	4	3	3	2	0	2	3	1	2	1	1	2	1	1	0	0
1	2	2	8	3	0	2	1	2	0	1	2	0	2	1	0	2	0	1	0	1
3	1	4	0	1	0	4	3	2	0	3	2	1	2	1	1	3	0	1	0	0
3	1	1	1	1	4	1	2	2	2	3	0	1	0	0	1	2	1	1	0	0
0	1	4	8	0	0	4	3	2	0	3	2	1	1	1	3	3	1	1	0	0
3	0	4	3	0	0	4	3	2	0	3	2	1	2	1	1	2	0	1	0	0
0	0	4	0	0	0	2	3	2	0	3	1	1	0	1	1	1	0	0	1	0
1	1	4	1	1	0	2	2	2	0	3	2	1	2	1	1	2	0	1	0	0
3	0	4	3	0	4	2	3	2	0	2	1	0	2	1	1	2	0	1	0	0
3	1	3	1	1	4	3	2	2	0	1	2	0	1	1	0	3	1	1	0	0
0	0	2	3	0	0	1	3	1	0	3	1	0	2	0	0	3	0	1	0	0
3	0	4	2	0	3	3	2	1	0	1	1	1	2	1	0	2	0	0	1	0
3	0	2	2	0	4	3	0	1	0	3	0	0	0	0	0	1	0	0	0	0
0	0	2	2	0	0	2	1	2	1	2	2	1	2	1	0	2	0	0	0	1
0	0	4	0	0	0	4	1	2	2	3	1	1	0	0	0	2	0	1	0	1
3	0	4	0	0	4	1	1	0	0	3	0	1	2	1	1	2	0	1	0	0
3	1	4	1	2	4	4	1	2	0	3	3	1	2	2	1	2	0	0	0	0
3	0	2	3	0	4	2	3	3	0	1	0	1	2	0	0	2	0	1	0	0
3	1	2	3	0	0	4	3	2	0	0	0	1	2	1	0	3	0	1	0	0
0	0	2	3	0	0	2	1	2	0	1	0	0	2	0	0	3	1	1	0	0
0	0	2	0	0	4	3	1	2	1	1	0	0	2	1	0	1	0	0	1	0
1	1	2	6	0	4	2	1	3	0	1	2	0	2	1	0	2	0	0	0	0
3	0	3	1	0	0	1	0	1	0	1	1	1	2	1	1	1	0	0	0	0
1	0	2	0	0	4	2	0	1	0	1	0	0	2	1	0	1	0	0	0	0
3	1	3	3	0	0	2	3	1	0	3	0	1	2	1	1	2	0	0	0	0
1	1	4	2	0	0	1	1	1	0	3	2	0	0	1	0	1	0	0	0	1
1	1	2	3	0	4	4	1	1	0	3	2	0	2	1	0	2	0	0	0	0
3	0	2	8	0	3	4	0	0	0	1	0	0	2	1	0	2	0	1	0	0
0	1	1	8	0	0	2	3	2	0	1	1	0	2	0	0	2	0	1	0	1
1	2	0	9	3	0	2	0	1	0	1	1	0	0	1	0	3	0	1	1	1
3	0	2	1	0	1	2	0	2	1	1	0	0	2	1	0	2	1	0	0	0
0	0	2	0	3	0	4	0	2	0	3	3	3	0	1	0	3	0	1	0	1
0	1	2	2	0	1	0	0	0	0	0	1	0	2	1	0	2	0	0	0	1
0	1	2	2	0	0	4	3	2	0	1	1	1	2	0	0	3	0	1	0	1
3	0	4	2	0	0	2	3	1	0	1	3	0	2	1	1	2	0	0	0	0
3	2	3	3	2	2	3	3	2	0	0	2	1	2	1	0	3	0	1	0	0
0	0	2	3	0	0	1	2	1	0	3	1	0	2	0	0	2	0	0	0	1
1	0	2	0	0	0	3	2	2	0	3	1	0	2	0	0	2	1	1	0	0
0	1	1	2	1	0	1	1	0	0	0	1	2	0	1	0	2	0	1	0	1
0	0	1	0	0	0	1	3	2	0	1	2	1	0	1	1	2	0	1	0	1
0	0	4	2	0	0	1	3	1	0	3	1	0	2	0	0	2	0	0	0	0
0	2	2	1	2	0	3	3	2	0	3	3	1	1	2	2	2	1	1	0	1
3	1	2	3	0	4	4	3	2	0	3	2	2	2	1	0	2	0	1	0	0
0	0	3	0	0	0	2	3	2	0	1	0	1	2	1	1	1	1	0	0	0
0	1	2	2	0	0	1	3	2	1	0	1	0	2	1	0	1	0	0	1	0
1	0	2	3	0	0	1	3	1	0	1	2	0	2	1	0	2	0	1	0	1
3	0	4	0	0	0	2	2	2	0	0	0	0	2	1	1	2	0	0	0	0
3	0	4	3	0	2	4	3	2	0	3	1	1	2	1	1	2	1	1	0	0
0	0	2	3	0	0	2	3	1	0	0	2	0	0	1	0	2	0	0	0	0
1	1	3	3	0	1	1	3	2	0	2	3	0	1	1	1	3	0	0	0	1
2	0	2	3	0	0	2	2	1	0	1	0	0	2	1	0	1	0	0	0	1
1	0	2	3	0	0	1	3	3	0	2	2	0	2	0	0	3	0	1	0	0
1	2	2	6	1	0	2	3	2	0	3	3	1	2	2	0	2	0	0	0	1
3	1	4	1	1	4	2	1	2	0	3	1	1	2	1	1	3	1	1	0	0
3	0	2	0	0	4	1	1	2	0	2	1	1	2	1	0	3	1	1	0	0
3	0	2	0	0	0	2	2	2	0	1	0	0	2	1	0	1	1	0	1	0
3	1	2	2	0	4	3	3	2	0	1	2	0	1	1	0	2	0	1	0	0
3	0	4	0	0	0	3	1	2	0	0	0	1	2	1	2	1	1	0	0	0
0	0	2	2	0	0	1	3	1	2	0	1	1	2	0	0	2	0	0	0	0
1	2	0	0	1	2	1	0	1	0	0	2	0	2	1	1	2	0	0	0	0
0	1	1	2	0	2	1	3	2	0	3	3	0	2	2	0	2	1	1	0	1
3	0	2	0	0	4	0	3	2	0	3	3	1	2	1	0	3	0	1	0	0
3	0	2	2	0	0	1	3	3	1	0	1	1	2	1	0	1	1	0	0	1
3	1	2	3	0	1	4	1	2	0	3	2	0	2	1	1	2	0	0	0	1
1	0	4	8	0	0	0	2	3	0	2	2	1	2	1	2	0	1	1	0	0
0	1	3	8	0	0	3	1	2	0	0	2	0	2	1	1	2	0	1	0	1
1	1	2	1	0	2	1	2	1	0	3	2	0	2	0	0	2	0	0	0	1
3	1	2	2	2	0	0	3	1	0	1	2	0	2	1	1	3	0	1	0	1
0	0	2	0	0	0	2	3	1	2	3	1	0	2	1	0	2	0	1	0	0
0	1	4	3	0	3	4	3	1	0	3	1	2	2	0	1	3	0	1	0	0
2	1	4	3	0	4	4	3	2	0	3	1	2	1	1	1	1	0	0	0	0
1	0	4	3	0	0	4	1	2	0	3	0	1	2	1	2	1	0	0	0	0
0	1	2	0	0	0	2	2	2	0	1	2	1	2	1	0	1	0	0	0	1
1	1	2	2	0	1	4	3	2	0	3	3	0	2	2	0	2	0	0	0	0
3	0	4	3	0	0	4	1	3	0	1	0	0	2	0	1	2	0	0	0	0
1	0	3	0	0	0	2	0	0	0	3	1	1	2	1	1	2	0	0	0	0
3	0	2	0	0	4	2	2	2	0	1	3	0	2	1	0	2	0	0	0	0
3	1	2	3	0	2	4	2	2	0	1	2	1	0	1	1	2	0	1	0	1
1	0	2	5	0	0	1	2	3	0	0	1	0	2	1	0	1	0	0	0	0
1	1	2	3	0	4	2	3	1	0	0	2	0	2	1	0	2	0	0	0	0
1	1	4	3	0	2	2	3	2	0	1	1	0	2	1	1	1	0	0	0	1
3	0	2	3	0	0	4	3	1	0	1	2	2	0	0	0	3	0	1	0	0
3	2	2	3	1	4	3	1	3	0	3	1	0	2	0	0	2	0	1	0	0
0	0	4	0	0	0	2	0	2	0	1	0	1	2	1	1	1	1	0	0	0
1	0	2	5	0	1	2	3	2	2	1	0	0	2	1	0	2	0	0	0	0
3	1	2	0	1	0	2	0	2	0	3	1	1	2	1	0	1	1	0	0	0
0	1	1	0	0	0	0	0	1	1	3	3	0	2	0	1	0	0	0	0	1
0	2	2	8	1	0	4	3	2	1	3	3	1	2	0	0	2	0	0	0	1
3	1	4	3	0	0	2	3	1	0	1	2	0	2	1	0	2	0	1	0	0
2	1	2	3	0	2	2	2	1	0	2	2	2	2	1	0	1	0	0	0	0
1	0	2	3	0	0	2	1	1	2	2	0	3	2	1	0	2	0	0	0	0
1	0	3	8	0	4	4	3	2	0	1	1	1	2	1	1	2	0	0	0	0
3	1	3	0	0	0	4	3	2	0	3	2	1	2	1	1	1	1	0	0	1
1	0	1	0	0	1	2	1	3	0	1	1	0	2	0	0	2	0	0	0	1
1	1	4	2	1	0	3	1	2	0	1	1	2	2	1	0	2	0	0	0	1
3	2	2	8	1	0	0	2	2	0	1	2	0	0	0	0	3	0	1	0	1
2	0	2	0	0	1	2	0	1	0	0	2	0	0	1	0	3	0	1	0	0
0	1	2	1	1	0	2	1	2	0	1	1	0	2	1	0	2	1	0	0	1
3	1	4	2	0	0	3	1	2	0	1	1	0	2	1	1	1	0	0	0	0
0	0	4	2	0	0	2	3	1	0	2	1	0	2	0	1	2	0	0	0	0
2	2	0	8	1	0	1	1	0	0	0	1	0	2	1	1	2	0	0	0	0
3	0	2	3	0	1	0	1	1	0	3	0	3	2	1	0	2	0	0	0	0
0	1	2	1	1	0	0	3	2	0	1	3	0	2	2	0	3	0	1	0	0
1	1	4	3	0	0	4	3	2	0	1	1	2	2	1	1	1	0	0	0	0
3	0	4	6	0	4	1	1	2	0	0	1	1	2	1	1	1	1	0	0	0
3	0	1	3	0	1	4	3	2	0	3	2	1	0	1	0	1	1	0	0	0
